Type,Iterations,Time,OptIterations,Discount,Epsilon,SCost,NegTerm,PosTerm,KeyLoss
value,63,0.005407,26,0.999999,1e-06,-0.04,-1,0.75,0.5
value,64,0.005556,26,0.999999,1e-06,-0.04,-1,0.76,0.5
value,64,0.005604,26,0.999999,1e-06,-0.04,-1,0.77,0.5
value,64,0.005567,29,0.999999,1e-06,-0.04,-1,0.78,0.5
value,64,0.005532,26,0.999999,1e-06,-0.04,-1,0.79,0.5
value,64,0.005581,26,0.999999,1e-06,-0.04,-1,0.8,0.5
value,64,0.0056,35,0.999999,1e-06,-0.04,-1,0.81,0.5
value,64,0.005533,30,0.999999,1e-06,-0.04,-1,0.82,0.5
value,64,0.005596,29,0.999999,1e-06,-0.04,-1,0.83,0.5
value,64,0.005566,29,0.999999,1e-06,-0.04,-1,0.84,0.5
value,64,0.00557,28,0.999999,1e-06,-0.04,-1,0.85,0.5
value,64,0.005573,28,0.999999,1e-06,-0.04,-1,0.86,0.5
value,64,0.005537,28,0.999999,1e-06,-0.04,-1,0.87,0.5
value,64,0.005541,27,0.999999,1e-06,-0.04,-1,0.88,0.5
value,64,0.005587,27,0.999999,1e-06,-0.04,-1,0.89,0.5
value,64,0.005603,27,0.999999,1e-06,-0.04,-1,0.9,0.5
value,64,0.005585,27,0.999999,1e-06,-0.04,-1,0.91,0.5
value,64,0.005589,33,0.999999,1e-06,-0.04,-1,0.92,0.5
value,64,0.005573,31,0.999999,1e-06,-0.04,-1,0.93,0.5
value,64,0.005585,30,0.999999,1e-06,-0.04,-1,0.94,0.5
value,64,0.005615,30,0.999999,1e-06,-0.04,-1,0.95,0.5
value,64,0.005608,29,0.999999,1e-06,-0.04,-1,0.96,0.5
value,64,0.00557,29,0.999999,1e-06,-0.04,-1,0.97,0.5
value,64,0.005582,29,0.999999,1e-06,-0.04,-1,0.98,0.5
value,64,0.005601,32,0.999999,1e-06,-0.04,-1,0.99,0.5
value,64,0.005633,31,0.999999,1e-06,-0.04,-1,1,0.5
value,64,0.005669,30,0.999999,1e-06,-0.04,-1,1.01,0.5
value,64,0.005615,29,0.999999,1e-06,-0.04,-1,1.02,0.5
value,65,0.005721,29,0.999999,1e-06,-0.04,-1,1.03,0.5
value,65,0.005726,29,0.999999,1e-06,-0.04,-1,1.04,0.5
value,65,0.005701,28,0.999999,1e-06,-0.04,-1,1.05,0.5
value,65,0.005666,28,0.999999,1e-06,-0.04,-1,1.06,0.5
value,65,0.005699,28,0.999999,1e-06,-0.04,-1,1.07,0.5
value,65,0.005732,28,0.999999,1e-06,-0.04,-1,1.08,0.5
value,65,0.005673,28,0.999999,1e-06,-0.04,-1,1.09,0.5
value,65,0.005704,28,0.999999,1e-06,-0.04,-1,1.1,0.5
value,65,0.006332,27,0.999999,1e-06,-0.04,-1,1.11,0.5
value,65,0.006215,27,0.999999,1e-06,-0.04,-1,1.12,0.5
value,76,0.006842,31,0.999999,1e-06,-0.04,-1,1.13,0.5
value,76,0.007336,28,0.999999,1e-06,-0.04,-1,1.14,0.5
value,77,0.006832,28,0.999999,1e-06,-0.04,-1,1.15,0.5
value,77,0.006662,27,0.999999,1e-06,-0.04,-1,1.16,0.5
value,77,0.007557,27,0.999999,1e-06,-0.04,-1,1.17,0.5
value,77,0.006556,27,0.999999,1e-06,-0.04,-1,1.18,0.5
value,77,0.007458,27,0.999999,1e-06,-0.04,-1,1.19,0.5
value,79,0.007012,33,0.999999,1e-06,-0.04,-1,1.2,0.5
value,79,0.007517,31,0.999999,1e-06,-0.04,-1,1.21,0.5
value,80,0.008232,36,0.999999,1e-06,-0.04,-1,1.22,0.5
value,80,0.007081,34,0.999999,1e-06,-0.04,-1,1.23,0.5
value,80,0.007496,33,0.999999,1e-06,-0.04,-1,1.24,0.5
value,80,0.00688,32,0.999999,1e-06,-0.04,-1,1.25,0.5
value,80,0.006911,32,0.999999,1e-06,-0.04,-1,1.26,0.5
value,80,0.006939,31,0.999999,1e-06,-0.04,-1,1.27,0.5
value,80,0.006872,31,0.999999,1e-06,-0.04,-1,1.28,0.5
value,80,0.006728,31,0.999999,1e-06,-0.04,-1,1.29,0.5
value,80,0.006737,31,0.999999,1e-06,-0.04,-1,1.3,0.5
value,80,0.007441,30,0.999999,1e-06,-0.04,-1,1.31,0.5
value,80,0.00827,30,0.999999,1e-06,-0.04,-1,1.32,0.5
value,80,0.007033,30,0.999999,1e-06,-0.04,-1,1.33,0.5
value,80,0.006928,30,0.999999,1e-06,-0.04,-1,1.34,0.5
value,80,0.00686,30,0.999999,1e-06,-0.04,-1,1.35,0.5
value,80,0.006772,30,0.999999,1e-06,-0.04,-1,1.36,0.5
value,80,0.00675,30,0.999999,1e-06,-0.04,-1,1.37,0.5
value,80,0.007005,29,0.999999,1e-06,-0.04,-1,1.38,0.5
value,80,0.006848,29,0.999999,1e-06,-0.04,-1,1.39,0.5
value,80,0.006982,29,0.999999,1e-06,-0.04,-1,1.4,0.5
value,80,0.006978,29,0.999999,1e-06,-0.04,-1,1.41,0.5
value,80,0.006817,29,0.999999,1e-06,-0.04,-1,1.42,0.5
value,80,0.006798,33,0.999999,1e-06,-0.04,-1,1.43,0.5
value,80,0.006765,31,0.999999,1e-06,-0.04,-1,1.44,0.5
value,81,0.006927,29,0.999999,1e-06,-0.04,-1,1.45,0.5
value,81,0.006903,29,0.999999,1e-06,-0.04,-1,1.46,0.5
value,81,0.006839,29,0.999999,1e-06,-0.04,-1,1.47,0.5
value,81,0.006873,39,0.999999,1e-06,-0.04,-1,1.48,0.5
value,81,0.007454,35,0.999999,1e-06,-0.04,-1,1.49,0.5
value,81,0.008307,34,0.999999,1e-06,-0.04,-1,1.5,0.5
value,81,0.00696,33,0.999999,1e-06,-0.04,-1,1.51,0.5
value,81,0.006949,32,0.999999,1e-06,-0.04,-1,1.52,0.5
value,81,0.006909,32,0.999999,1e-06,-0.04,-1,1.53,0.5
value,81,0.007066,31,0.999999,1e-06,-0.04,-1,1.54,0.5
value,81,0.00703,31,0.999999,1e-06,-0.04,-1,1.55,0.5
